factura_numero,fecha_venta,local_codigo,total_bruto,total_impuestos,total_neto,comprobante,hora_transaccion
11734,2023-08-22,L001,169.57,15.42,154.15,BE-11734,13:00:37
11735,2023-08-22,L001,353.28,32.12,321.16,BE-11735,12:16:39
11736,2023-08-22,L001,96.48,8.77,87.71,BE-11736,19:34:27
11737,2023-08-22,L001,336.39,30.58,305.81,BE-11737,18:55:59
11738,2023-08-22,L002,332.07,30.19,301.88,BE-11738,15:44:42
11739,2023-08-22,L002,34.73,3.16,31.57,BE-11739,16:26:08
11740,2023-08-22,L003,355.56,32.32,323.24,BE-11740,19:35:41
11741,2023-08-22,L003,459.53,41.78,417.75,BE-11741,15:06:19
11742,2023-08-22,L003,405.89,36.90,368.99,BE-11742,12:31:13
11743,2023-08-22,L003,356.24,32.39,323.85,BE-11743,12:09:39
11744,2023-08-22,L003,142.69,12.97,129.72,BE-11744,18:27:53
11745,2023-08-23,L002,294.04,26.73,267.31,BE-11745,19:07:30
11746,2023-08-24,L001,122.27,11.12,111.15,BE-11746,14:06:16
11747,2023-08-24,L001,136.40,12.40,124.00,BE-11747,12:46:22
11748,2023-08-24,L003,245.96,22.36,223.60,BE-11748,19:05:43
11749,2023-08-24,L003,408.57,37.14,371.43,BE-11749,11:29:47
11750,2023-08-24,L003,231.22,21.02,210.20,BE-11750,17:18:51
11751,2023-08-25,L001,305.49,27.77,277.72,BE-11751,13:28:33
11752,2023-08-25,L001,123.99,11.27,112.72,BE-11752,19:11:35
11753,2023-08-25,L002,116.52,10.59,105.93,BE-11753,14:41:03
11754,2023-08-25,L002,317.65,28.88,288.77,BE-11754,15:01:28
11755,2023-08-25,L002,403.31,36.66,366.65,BE-11755,19:40:25
11756,2023-08-25,L003,299.55,27.23,272.32,BE-11756,16:47:32
11757,2023-08-26,L001,335.58,30.51,305.07,BE-11757,13:48:17
11758,2023-08-26,L001,269.89,24.54,245.35,BE-11758,18:25:14
11759,2023-08-26,L002,457.51,41.59,415.92,BE-11759,11:55:27
11760,2023-08-26,L002,455.73,41.43,414.30,BE-11760,17:40:56
11761,2023-08-26,L002,209.20,19.02,190.18,BE-11761,19:33:03
11762,2023-08-26,L002,86.76,7.89,78.87,BE-11762,12:07:21
11763,2023-08-26,L002,422.04,38.37,383.67,BE-11763,13:05:14
11764,2023-08-26,L003,210.52,19.14,191.38,BE-11764,18:31:09
11765,2023-08-26,L003,514.48,46.77,467.71,BE-11765,16:20:41
11766,2023-08-26,L003,328.11,29.83,298.28,BE-11766,19:35:35
11767,2023-08-26,L003,360.40,32.76,327.64,BE-11767,20:04:07
11768,2023-08-27,L001,370.84,33.71,337.13,BE-11768,10:41:58
11769,2023-08-27,L001,241.01,21.91,219.10,BE-11769,19:59:59
11770,2023-08-27,L001,294.28,26.75,267.53,BE-11770,10:33:44
11771,2023-08-27,L002,410.91,37.36,373.55,BE-11771,14:55:18
11772,2023-08-27,L002,127.28,11.57,115.71,BE-11772,10:16:47
11773,2023-08-27,L002,76.24,6.93,69.31,BE-11773,18:12:50
11774,2023-08-27,L002,469.60,42.69,426.91,BE-11774,12:15:11
11775,2023-08-27,L002,206.48,18.77,187.71,BE-11775,11:44:43
11776,2023-08-27,L003,81.84,7.44,74.40,BE-11776,11:23:04
11777,2023-08-27,L003,328.79,29.89,298.90,BE-11777,11:57:36
11778,2023-08-28,L001,444.43,40.40,404.03,BE-11778,20:40:59
11779,2023-08-28,L001,490.51,44.59,445.92,BE-11779,21:18:05
11780,2023-08-28,L002,147.19,13.38,133.81,BE-11780,17:18:48
11781,2023-08-28,L002,101.50,9.23,92.27,BE-11781,15:45:42
11782,2023-08-28,L003,508.01,46.18,461.83,BE-11782,16:43:57
11783,2023-08-28,L003,210.18,19.11,191.07,BE-11783,20:41:46
11784,2023-08-29,L001,225.30,20.48,204.82,BE-11784,10:10:28
11785,2023-08-29,L002,428.68,38.97,389.71,BE-11785,16:11:54
11786,2023-08-29,L003,529.28,48.12,481.16,BE-11786,13:52:43
11787,2023-08-29,L003,446.58,40.60,405.98,BE-11787,15:36:33
11788,2023-08-30,L001,143.15,13.01,130.14,BE-11788,11:03:00
11789,2023-08-30,L002,249.18,22.65,226.53,BE-11789,13:38:21
11790,2023-08-30,L002,79.43,7.22,72.21,BE-11790,20:12:42
11791,2023-08-30,L002,417.26,37.93,379.33,BE-11791,17:39:57
11792,2023-08-30,L002,411.60,37.42,374.18,BE-11792,20:44:02
11793,2023-08-31,L001,310.99,28.27,282.72,BE-11793,16:03:20
11794,2023-08-31,L001,26.94,2.45,24.49,BE-11794,21:41:26
11795,2023-08-31,L003,216.99,19.73,197.26,BE-11795,19:40:21
11796,2023-08-31,L003,460.44,41.86,418.58,BE-11796,19:58:20
11797,2023-09-01,L001,209.95,19.09,190.86,BE-11797,10:46:42
11798,2023-09-01,L001,195.68,17.79,177.89,BE-11798,15:24:07
11799,2023-09-01,L001,56.09,5.10,50.99,BE-11799,13:27:00
11800,2023-09-01,L001,314.17,28.56,285.61,BE-11800,13:56:47
11801,2023-09-01,L001,235.40,21.40,214.00,BE-11801,18:25:28
11802,2023-09-01,L002,349.57,31.78,317.79,BE-11802,13:51:34
11803,2023-09-01,L002,143.75,13.07,130.68,BE-11803,12:18:15
11804,2023-09-01,L002,67.71,6.16,61.55,BE-11804,19:30:17
11805,2023-09-01,L002,222.94,20.27,202.67,BE-11805,13:23:16
11806,2023-09-01,L002,343.96,31.27,312.69,BE-11806,16:47:42
11807,2023-09-01,L003,296.90,26.99,269.91,BE-11807,14:19:02
11808,2023-09-01,L003,524.99,47.73,477.26,BE-11808,13:57:55
11809,2023-09-02,L001,145.07,13.19,131.88,BE-11809,16:47:22
11810,2023-09-02,L001,55.98,5.09,50.89,BE-11810,17:44:27
11811,2023-09-02,L001,424.61,38.60,386.01,BE-11811,11:02:56
11812,2023-09-02,L001,490.41,44.58,445.83,BE-11812,18:35:47
11813,2023-09-02,L003,544.87,49.53,495.34,BE-11813,16:57:54
11814,2023-09-03,L001,520.94,47.36,473.58,BE-11814,16:25:40
11815,2023-09-03,L002,73.25,6.66,66.59,BE-11815,19:05:54
11816,2023-09-03,L002,47.83,4.35,43.48,BE-11816,20:11:07
11817,2023-09-03,L002,178.98,16.27,162.71,BE-11817,15:00:56
11818,2023-09-03,L002,317.03,28.82,288.21,BE-11818,20:47:22
11819,2023-09-03,L003,57.49,5.23,52.26,BE-11819,12:03:34
11820,2023-09-03,L003,399.98,36.36,363.62,BE-11820,12:53:39
11821,2023-09-03,L003,276.00,25.09,250.91,BE-11821,17:30:23
11822,2023-09-04,L001,187.97,17.09,170.88,BE-11822,11:21:43
11823,2023-09-04,L002,393.94,35.81,358.13,BE-11823,14:22:58
11824,2023-09-04,L002,165.30,15.03,150.27,BE-11824,17:24:32
11825,2023-09-04,L002,52.57,4.78,47.79,BE-11825,11:56:18
11826,2023-09-04,L003,148.35,13.49,134.86,BE-11826,18:27:28
11827,2023-09-04,L003,318.03,28.91,289.12,BE-11827,15:09:17
11828,2023-09-04,L003,289.00,26.27,262.73,BE-11828,16:16:04
11829,2023-09-05,L001,391.66,35.61,356.05,BE-11829,14:31:09
11830,2023-09-05,L001,493.52,44.87,448.65,BE-11830,16:39:07
11831,2023-09-05,L003,505.49,45.95,459.54,BE-11831,16:16:44
11832,2023-09-05,L003,57.64,5.24,52.40,BE-11832,10:48:56
11833,2023-09-05,L003,349.60,31.78,317.82,BE-11833,20:02:59
11834,2023-09-05,L003,157.41,14.31,143.10,BE-11834,13:15:58
11835,2023-09-05,L003,54.91,4.99,49.92,BE-11835,18:11:13
11836,2023-09-06,L001,342.89,31.17,311.72,BE-11836,15:37:54
11837,2023-09-06,L001,330.76,30.07,300.69,BE-11837,15:16:06
11838,2023-09-06,L001,361.28,32.84,328.44,BE-11838,17:52:14
11839,2023-09-06,L001,371.58,33.78,337.80,BE-11839,16:32:51
11840,2023-09-06,L001,477.63,43.42,434.21,BE-11840,12:04:11
11841,2023-09-06,L002,397.00,36.09,360.91,BE-11841,19:50:47
11842,2023-09-06,L002,173.62,15.78,157.84,BE-11842,13:37:47
11843,2023-09-06,L002,278.29,25.30,252.99,BE-11843,13:13:22
11844,2023-09-06,L002,383.64,34.88,348.76,BE-11844,10:44:23
11845,2023-09-06,L003,42.00,3.82,38.18,BE-11845,11:11:09
11846,2023-09-06,L003,426.21,38.75,387.46,BE-11846,18:33:43
11847,2023-09-06,L003,257.39,23.40,233.99,BE-11847,17:06:28
11848,2023-09-06,L003,397.65,36.15,361.50,BE-11848,19:29:27
11849,2023-09-06,L003,490.72,44.61,446.11,BE-11849,12:49:57
11850,2023-09-07,L001,72.33,6.58,65.75,BE-11850,20:18:58
11851,2023-09-07,L002,524.28,47.66,476.62,BE-11851,12:15:37
11852,2023-09-07,L002,299.12,27.19,271.93,BE-11852,18:38:25
11853,2023-09-07,L002,388.30,35.30,353.00,BE-11853,16:19:29
11854,2023-09-07,L002,169.82,15.44,154.38,BE-11854,14:02:24
11855,2023-09-07,L002,350.55,31.87,318.68,BE-11855,17:22:19
11856,2023-09-07,L003,85.98,7.82,78.16,BE-11856,13:08:39
11857,2023-09-07,L003,398.57,36.23,362.34,BE-11857,20:49:52
11858,2023-09-08,L001,487.20,44.29,442.91,BE-11858,16:18:32
11859,2023-09-08,L001,153.46,13.95,139.51,BE-11859,20:27:22
11860,2023-09-08,L001,457.63,41.60,416.03,BE-11860,11:52:59
11861,2023-09-08,L001,289.93,26.36,263.57,BE-11861,12:08:13
11862,2023-09-08,L001,123.61,11.24,112.37,BE-11862,15:54:48
11863,2023-09-08,L003,385.52,35.05,350.47,BE-11863,15:05:23
11864,2023-09-08,L003,275.22,25.02,250.20,BE-11864,10:52:53
11865,2023-09-09,L001,281.80,25.62,256.18,BE-11865,13:52:35
11866,2023-09-09,L002,108.54,9.87,98.67,BE-11866,11:26:28
11867,2023-09-09,L002,171.69,15.61,156.08,BE-11867,21:59:55
11868,2023-09-09,L002,141.78,12.89,128.89,BE-11868,18:00:39
11869,2023-09-09,L003,244.70,22.25,222.45,BE-11869,18:36:34
11870,2023-09-10,L001,205.92,18.72,187.20,BE-11870,16:38:59
11871,2023-09-10,L001,192.64,17.51,175.13,BE-11871,15:43:34
11872,2023-09-10,L001,476.39,43.31,433.08,BE-11872,19:54:58
11873,2023-09-10,L001,107.07,9.73,97.34,BE-11873,14:21:53
11874,2023-09-10,L001,168.22,15.29,152.93,BE-11874,10:17:29
11875,2023-09-10,L003,341.63,31.06,310.57,BE-11875,12:27:43
11876,2023-09-10,L003,474.09,43.10,430.99,BE-11876,18:42:39
11877,2023-09-11,L001,339.29,30.84,308.45,BE-11877,21:25:08
11878,2023-09-11,L001,109.24,9.93,99.31,BE-11878,10:22:35
11879,2023-09-11,L002,497.96,45.27,452.69,BE-11879,21:50:22
11880,2023-09-11,L002,149.69,13.61,136.08,BE-11880,18:40:49
11881,2023-09-11,L002,428.31,38.94,389.37,BE-11881,12:07:29
11882,2023-09-11,L002,216.37,19.67,196.70,BE-11882,11:48:00
11883,2023-09-11,L002,49.38,4.49,44.89,BE-11883,12:25:52
11884,2023-09-12,L001,461.04,41.91,419.13,BE-11884,14:22:20
11885,2023-09-12,L002,284.04,25.82,258.22,BE-11885,17:16:44
11886,2023-09-12,L003,505.38,45.94,459.44,BE-11886,16:34:41
11887,2023-09-12,L003,129.29,11.75,117.54,BE-11887,19:24:05
11888,2023-09-12,L003,365.49,33.23,332.26,BE-11888,20:54:26
11889,2023-09-12,L003,372.23,33.84,338.39,BE-11889,19:33:44
11890,2023-09-13,L002,463.84,42.17,421.67,BE-11890,21:06:54
11891,2023-09-13,L002,201.06,18.28,182.78,BE-11891,20:44:07
11892,2023-09-13,L002,100.11,9.10,91.01,BE-11892,17:59:44
11893,2023-09-13,L002,63.26,5.75,57.51,BE-11893,16:35:01
11894,2023-09-13,L002,508.64,46.24,462.40,BE-11894,13:13:30
11895,2023-09-13,L003,225.67,20.52,205.15,BE-11895,10:39:12
11896,2023-09-13,L003,513.28,46.66,466.62,BE-11896,12:43:29
11897,2023-09-13,L003,355.87,32.35,323.52,BE-11897,12:17:58
11898,2023-09-14,L001,535.79,48.71,487.08,BE-11898,14:38:41
11899,2023-09-14,L001,133.08,12.10,120.98,BE-11899,21:51:56
11900,2023-09-14,L001,333.28,30.30,302.98,BE-11900,15:59:22
11901,2023-09-14,L001,440.28,40.03,400.25,BE-11901,15:23:15
11902,2023-09-14,L002,389.76,35.43,354.33,BE-11902,10:08:35
11903,2023-09-14,L002,22.77,2.07,20.70,BE-11903,13:20:52
11904,2023-09-14,L002,491.59,44.69,446.90,BE-11904,20:02:25
11905,2023-09-14,L002,85.68,7.79,77.89,BE-11905,14:16:51
11906,2023-09-14,L003,199.55,18.14,181.41,BE-11906,20:13:43
11907,2023-09-14,L003,274.73,24.98,249.75,BE-11907,19:01:27
11908,2023-09-14,L003,189.74,17.25,172.49,BE-11908,12:01:16
11909,2023-09-15,L002,233.42,21.22,212.20,BE-11909,20:21:25
11910,2023-09-15,L002,232.54,21.14,211.40,BE-11910,11:36:13
11911,2023-09-15,L002,431.49,39.23,392.26,BE-11911,18:11:10
11912,2023-09-15,L002,96.92,8.81,88.11,BE-11912,11:31:32
11913,2023-09-15,L002,168.24,15.29,152.95,BE-11913,15:03:44
11914,2023-09-15,L003,286.18,26.02,260.16,BE-11914,11:00:48
11915,2023-09-15,L003,57.32,5.21,52.11,BE-11915,11:10:07
11916,2023-09-15,L003,529.32,48.12,481.20,BE-11916,14:03:15
11917,2023-09-15,L003,82.50,7.50,75.00,BE-11917,20:03:23
11918,2023-09-16,L001,65.53,5.96,59.57,BE-11918,20:20:53
11919,2023-09-16,L001,339.26,30.84,308.42,BE-11919,16:13:30
11920,2023-09-16,L001,468.99,42.64,426.35,BE-11920,18:31:49
11921,2023-09-16,L001,51.16,4.65,46.51,BE-11921,12:45:39
11922,2023-09-16,L002,426.33,38.76,387.57,BE-11922,19:51:49
11923,2023-09-16,L002,303.39,27.58,275.81,BE-11923,13:50:20
11924,2023-09-16,L002,433.76,39.43,394.33,BE-11924,16:37:27
11925,2023-09-16,L002,129.77,11.80,117.97,BE-11925,21:43:30
11926,2023-09-16,L002,373.85,33.99,339.86,BE-11926,20:46:16
11927,2023-09-16,L003,533.24,48.48,484.76,BE-11927,17:25:18
11928,2023-09-17,L003,281.13,25.56,255.57,BE-11928,18:21:29
11929,2023-09-17,L003,95.44,8.68,86.76,BE-11929,21:41:07
11930,2023-09-17,L003,81.28,7.39,73.89,BE-11930,21:29:41
11931,2023-09-17,L003,76.27,6.93,69.34,BE-11931,21:14:26
11932,2023-09-18,L001,51.52,4.68,46.84,BE-11932,18:03:41
11933,2023-09-18,L001,188.10,17.10,171.00,BE-11933,20:03:35
11934,2023-09-18,L001,331.19,30.11,301.08,BE-11934,20:15:55
11935,2023-09-18,L002,69.78,6.34,63.44,BE-11935,14:47:14
11936,2023-09-18,L002,416.21,37.84,378.37,BE-11936,13:54:13
11937,2023-09-18,L002,133.07,12.10,120.97,BE-11937,18:46:09
11938,2023-09-18,L003,281.94,25.63,256.31,BE-11938,18:02:17
11939,2023-09-19,L001,374.80,34.07,340.73,BE-11939,16:08:11
11940,2023-09-19,L001,208.97,19.00,189.97,BE-11940,17:31:29
11941,2023-09-19,L001,428.05,38.91,389.14,BE-11941,11:49:02
11942,2023-09-19,L001,122.75,11.16,111.59,BE-11942,14:46:41
11943,2023-09-19,L001,346.49,31.50,314.99,BE-11943,15:17:47
11944,2023-09-19,L002,210.08,19.10,190.98,BE-11944,21:28:52
11945,2023-09-19,L002,461.19,41.93,419.26,BE-11945,12:15:12
11946,2023-09-19,L002,497.53,45.23,452.30,BE-11946,18:01:45
11947,2023-09-19,L002,457.82,41.62,416.20,BE-11947,10:13:48
11948,2023-09-19,L002,48.95,4.45,44.50,BE-11948,15:31:16
11949,2023-09-19,L003,446.64,40.60,406.04,BE-11949,13:47:59
11950,2023-09-19,L003,136.05,12.37,123.68,BE-11950,18:38:04
11951,2023-09-19,L003,312.16,28.38,283.78,BE-11951,21:47:19
11952,2023-09-20,L001,149.16,13.56,135.60,BE-11952,10:04:55
11953,2023-09-20,L001,128.36,11.67,116.69,BE-11953,17:00:17
11954,2023-09-20,L001,253.89,23.08,230.81,BE-11954,14:26:53
11955,2023-09-20,L001,313.35,28.49,284.86,BE-11955,11:35:06
11956,2023-09-20,L002,149.80,13.62,136.18,BE-11956,18:45:32
11957,2023-09-20,L003,206.57,18.78,187.79,BE-11957,13:00:59
11958,2023-09-20,L003,398.71,36.25,362.46,BE-11958,16:34:43
11959,2023-09-20,L003,63.84,5.80,58.04,BE-11959,21:07:04
11960,2023-09-21,L001,254.46,23.13,231.33,BE-11960,12:19:14
11961,2023-09-21,L002,132.79,12.07,120.72,BE-11961,13:10:18
11962,2023-09-21,L002,79.96,7.27,72.69,BE-11962,15:54:24
11963,2023-09-21,L002,407.13,37.01,370.12,BE-11963,14:04:12
11964,2023-09-21,L002,267.61,24.33,243.28,BE-11964,21:28:46
11965,2023-09-21,L002,128.34,11.67,116.67,BE-11965,18:47:26
11966,2023-09-21,L003,440.09,40.01,400.08,BE-11966,10:37:23
11967,2023-09-21,L003,376.28,34.21,342.07,BE-11967,11:55:34
11968,2023-09-21,L003,83.45,7.59,75.86,BE-11968,16:28:01
11969,2023-09-21,L003,483.65,43.97,439.68,BE-11969,10:05:43
11970,2023-09-21,L003,169.57,15.42,154.15,BE-11970,19:19:40
11971,2023-09-22,L001,114.21,10.38,103.83,BE-11971,14:36:16
11972,2023-09-22,L001,369.59,33.60,335.99,BE-11972,12:19:00
11973,2023-09-22,L002,35.92,3.27,32.65,BE-11973,18:23:39
11974,2023-09-22,L003,254.37,23.12,231.25,BE-11974,14:50:38
11975,2023-09-22,L003,489.82,44.53,445.29,BE-11975,14:00:05
11976,2023-09-22,L003,54.12,4.92,49.20,BE-11976,19:20:44
11977,2023-09-23,L001,227.17,20.65,206.52,BE-11977,19:18:21
11978,2023-09-23,L002,352.04,32.00,320.04,BE-11978,10:37:27
11979,2023-09-23,L002,80.27,7.30,72.97,BE-11979,15:10:05
11980,2023-09-23,L002,75.05,6.82,68.23,BE-11980,10:54:57
11981,2023-09-23,L002,251.42,22.86,228.56,BE-11981,18:12:46
11982,2023-09-23,L002,426.34,38.76,387.58,BE-11982,18:14:37
11983,2023-09-23,L003,505.70,45.97,459.73,BE-11983,13:21:10
11984,2023-09-23,L003,546.67,49.70,496.97,BE-11984,18:03:21
11985,2023-09-23,L003,327.80,29.80,298.00,BE-11985,18:41:18
11986,2023-09-24,L001,156.72,14.25,142.47,BE-11986,15:50:46
11987,2023-09-24,L003,190.88,17.35,173.53,BE-11987,12:40:47
11988,2023-09-25,L001,278.10,25.28,252.82,BE-11988,20:35:52
11989,2023-09-25,L002,138.85,12.62,126.23,BE-11989,19:42:19
11990,2023-09-25,L002,203.47,18.50,184.97,BE-11990,19:46:32
11991,2023-09-25,L003,62.80,5.71,57.09,BE-11991,14:18:23
11992,2023-09-25,L003,68.52,6.23,62.29,BE-11992,10:56:47
11993,2023-09-25,L003,245.03,22.28,222.75,BE-11993,16:47:40
11994,2023-09-25,L003,184.24,16.75,167.49,BE-11994,17:47:52
11995,2023-09-26,L002,461.56,41.96,419.60,BE-11995,18:32:25
11996,2023-09-26,L002,86.71,7.88,78.83,BE-11996,17:30:41
11997,2023-09-26,L002,420.07,38.19,381.88,BE-11997,19:37:07
11998,2023-09-26,L002,312.00,28.36,283.64,BE-11998,10:09:01
11999,2023-09-26,L002,322.30,29.30,293.00,BE-11999,12:54:26
12000,2023-09-26,L003,184.18,16.74,167.44,BE-12000,17:45:10
12001,2023-09-26,L003,119.20,10.84,108.36,BE-12001,18:51:20
12002,2023-09-26,L003,206.46,18.77,187.69,BE-12002,14:24:13
12003,2023-09-26,L003,234.18,21.29,212.89,BE-12003,12:08:28
12004,2023-09-27,L001,26.43,2.40,24.03,BE-12004,12:55:06
12005,2023-09-27,L001,315.78,28.71,287.07,BE-12005,10:05:48
12006,2023-09-27,L001,244.70,22.25,222.45,BE-12006,14:05:39
12007,2023-09-27,L001,150.72,13.70,137.02,BE-12007,15:51:03
12008,2023-09-27,L001,424.56,38.60,385.96,BE-12008,11:18:53
12009,2023-09-27,L002,48.14,4.38,43.76,BE-12009,19:07:31
12010,2023-09-27,L002,497.08,45.19,451.89,BE-12010,17:14:07
12011,2023-09-27,L002,500.68,45.52,455.16,BE-12011,12:17:05
12012,2023-09-27,L002,31.71,2.88,28.83,BE-12012,12:13:36
12013,2023-09-27,L003,65.81,5.98,59.83,BE-12013,21:33:31
12014,2023-09-27,L003,458.05,41.64,416.41,BE-12014,13:40:15
12015,2023-09-28,L001,390.39,35.49,354.90,BE-12015,20:05:30
12016,2023-09-28,L003,322.18,29.29,292.89,BE-12016,17:37:36
12017,2023-09-28,L003,543.31,49.39,493.92,BE-12017,19:38:20
12018,2023-09-29,L001,26.09,2.37,23.72,BE-12018,12:49:06
12019,2023-09-29,L001,27.67,2.52,25.15,BE-12019,12:53:37
12020,2023-09-29,L002,362.93,32.99,329.94,BE-12020,15:26:02
12021,2023-09-29,L002,175.36,15.94,159.42,BE-12021,17:16:27
12022,2023-09-29,L003,204.34,18.58,185.76,BE-12022,11:10:00
12023,2023-09-29,L003,394.50,35.86,358.64,BE-12023,21:40:44
12024,2023-09-30,L001,276.88,25.17,251.71,BE-12024,11:39:57
12025,2023-09-30,L002,384.44,34.95,349.49,BE-12025,18:13:23
12026,2023-09-30,L002,83.39,7.58,75.81,BE-12026,17:35:40
12027,2023-09-30,L002,329.48,29.95,299.53,BE-12027,19:15:57
12028,2023-09-30,L002,208.66,18.97,189.69,BE-12028,21:54:10
12029,2023-09-30,L003,367.11,33.37,333.74,BE-12029,13:42:22
12030,2023-10-01,L001,227.00,20.64,206.36,BE-12030,19:12:28
12031,2023-10-01,L002,35.22,3.20,32.02,BE-12031,18:04:42
12032,2023-10-01,L002,444.04,40.37,403.67,BE-12032,11:02:04
12033,2023-10-01,L002,281.47,25.59,255.88,BE-12033,13:57:23
12034,2023-10-01,L002,250.86,22.81,228.05,BE-12034,16:21:02
12035,2023-10-01,L003,281.52,25.59,255.93,BE-12035,18:43:58
12036,2023-10-02,L001,103.28,9.39,93.89,BE-12036,10:31:46
12037,2023-10-02,L002,506.26,46.02,460.24,BE-12037,16:44:36
12038,2023-10-02,L002,136.98,12.45,124.53,BE-12038,13:13:49
12039,2023-10-02,L002,481.53,43.78,437.75,BE-12039,17:02:32
12040,2023-10-02,L002,256.67,23.33,233.34,BE-12040,15:08:20
12041,2023-10-02,L002,127.47,11.59,115.88,BE-12041,10:06:39
12042,2023-10-02,L003,529.58,48.14,481.44,BE-12042,10:10:56
12043,2023-10-02,L003,301.96,27.45,274.51,BE-12043,17:48:09
12044,2023-10-02,L003,62.04,5.64,56.40,BE-12044,12:36:06
12045,2023-10-02,L003,177.84,16.17,161.67,BE-12045,14:28:45
12046,2023-10-03,L001,504.81,45.89,458.92,BE-12046,20:08:27
12047,2023-10-03,L001,543.84,49.44,494.40,BE-12047,12:09:41
12048,2023-10-03,L003,93.86,8.53,85.33,BE-12048,14:28:31
12049,2023-10-04,L001,144.11,13.10,131.01,BE-12049,12:59:56
12050,2023-10-04,L001,217.03,19.73,197.30,BE-12050,17:02:31
12051,2023-10-04,L002,537.52,48.87,488.65,BE-12051,15:32:55
12052,2023-10-04,L002,69.25,6.30,62.95,BE-12052,20:07:47
12053,2023-10-04,L002,540.27,49.12,491.15,BE-12053,14:04:26
12054,2023-10-04,L002,412.70,37.52,375.18,BE-12054,21:56:44
12055,2023-10-04,L002,170.57,15.51,155.06,BE-12055,12:53:36
12056,2023-10-04,L003,368.65,33.51,335.14,BE-12056,11:13:15
12057,2023-10-04,L003,404.91,36.81,368.10,BE-12057,10:20:03
12058,2023-10-05,L001,126.38,11.49,114.89,BE-12058,16:26:17
12059,2023-10-05,L001,453.68,41.24,412.44,BE-12059,15:28:24
12060,2023-10-05,L001,484.58,44.05,440.53,BE-12060,21:09:55
12061,2023-10-05,L001,132.26,12.02,120.24,BE-12061,18:49:21
12062,2023-10-05,L002,167.86,15.26,152.60,BE-12062,19:48:02
12063,2023-10-05,L003,394.27,35.84,358.43,BE-12063,17:58:09
12064,2023-10-06,L001,535.65,48.70,486.95,BE-12064,11:44:55
12065,2023-10-06,L002,145.69,13.24,132.45,BE-12065,21:59:57
12066,2023-10-06,L002,535.49,48.68,486.81,BE-12066,10:02:34
12067,2023-10-06,L003,531.66,48.33,483.33,BE-12067,15:27:19
12068,2023-10-06,L003,486.72,44.25,442.47,BE-12068,21:48:33
12069,2023-10-06,L003,56.39,5.13,51.26,BE-12069,17:13:24
12070,2023-10-06,L003,39.23,3.57,35.66,BE-12070,21:14:40
12071,2023-10-07,L001,45.72,4.16,41.56,BE-12071,19:23:26
12072,2023-10-07,L001,543.52,49.41,494.11,BE-12072,18:57:46
12073,2023-10-07,L001,445.57,40.51,405.06,BE-12073,19:12:25
12074,2023-10-07,L002,67.14,6.10,61.04,BE-12074,20:43:19
12075,2023-10-07,L002,163.11,14.83,148.28,BE-12075,12:50:21
12076,2023-10-07,L002,117.59,10.69,106.90,BE-12076,15:32:28
12077,2023-10-07,L002,361.04,32.82,328.22,BE-12077,21:49:23
12078,2023-10-07,L003,418.96,38.09,380.87,BE-12078,11:37:42
12079,2023-10-07,L003,60.40,5.49,54.91,BE-12079,15:38:32
12080,2023-10-07,L003,94.25,8.57,85.68,BE-12080,15:54:54
12081,2023-10-07,L003,135.88,12.35,123.53,BE-12081,13:33:42
12082,2023-10-07,L003,226.54,20.59,205.95,BE-12082,15:09:20
12083,2023-10-08,L001,318.70,28.97,289.73,BE-12083,15:46:09
12084,2023-10-08,L001,447.49,40.68,406.81,BE-12084,11:08:46
12085,2023-10-08,L001,380.83,34.62,346.21,BE-12085,13:09:25
12086,2023-10-08,L001,81.05,7.37,73.68,BE-12086,10:34:01
12087,2023-10-08,L001,229.09,20.83,208.26,BE-12087,10:45:12
12088,2023-10-08,L002,102.74,9.34,93.40,BE-12088,10:51:05
12089,2023-10-08,L002,157.70,14.34,143.36,BE-12089,12:09:29
12090,2023-10-08,L002,262.26,23.84,238.42,BE-12090,18:48:31
12091,2023-10-08,L003,479.38,43.58,435.80,BE-12091,20:41:47
12092,2023-10-08,L003,369.75,33.61,336.14,BE-12092,13:32:16
12093,2023-10-08,L003,33.26,3.02,30.24,BE-12093,14:27:41
12094,2023-10-08,L003,345.46,31.41,314.05,BE-12094,21:15:02
12095,2023-10-09,L002,131.95,12.00,119.95,BE-12095,14:12:56
12096,2023-10-09,L002,157.17,14.29,142.88,BE-12096,17:53:22
12097,2023-10-09,L002,121.09,11.01,110.08,BE-12097,11:45:38
12098,2023-10-09,L003,116.45,10.59,105.86,BE-12098,17:40:52
12099,2023-10-10,L003,547.01,49.73,497.28,BE-12099,14:17:25
12100,2023-10-10,L003,128.35,11.67,116.68,BE-12100,16:49:51
